Stage1_Total_Rain,Stage1_Mean_Temp,Stage1_Mean_Humidity,Stage1_Rain_Weeks,Stage1_Max_Weekly_Rain,Stage1_Heat_Stress_Weeks,Stage1_Rain_x_Temp,Stage1_Heat_x_Hum,Stage2_Total_Rain,Stage2_Mean_Temp,Stage2_Mean_Humidity,Stage2_Rain_Weeks,Stage2_Max_Weekly_Rain,Stage2_Heat_Stress_Weeks,Stage2_Rain_x_Temp,Stage2_Heat_x_Hum,Stage3_Total_Rain,Stage3_Mean_Temp,Stage3_Mean_Humidity,Stage3_Rain_Weeks,Stage3_Max_Weekly_Rain,Stage3_Heat_Stress_Weeks,Stage3_Rain_x_Temp,Stage3_Heat_x_Hum,Stage4_Total_Rain,Stage4_Mean_Temp,Stage4_Mean_Humidity,Stage4_Rain_Weeks,Stage4_Max_Weekly_Rain,Stage4_Heat_Stress_Weeks,Stage4_Rain_x_Temp,Stage4_Heat_x_Hum,Interaction_RipeningRain_VegetativeRain,Yield,Is_Synthetic,District,Year
20.32,22.309523809999998,61.19761904666667,1.0,18.92,0.0,453.32952381919995,1365.2897392369193,0.0,28.073469388571425,49.71836734428572,0.0,0.0,1.0,0.0,1395.7670636895543,3.776,32.252380953333336,53.65476190333334,0.0,2.276,6.0,121.78499047978667,1730.4938208667033,150.051,27.238520408571436,68.02908163428572,2.0,117.309,4.0,4087.167225826552,1853.0115284718638,0.0,2.38,0.0,Bharuch,2021.0
246.861,31.397142856000006,64.02000000000001,3.0,138.349,5.0,7750.730082575017,2010.0450856411207,739.9879999999999,27.892857141666667,83.185714285,6.0,249.595,0.0,20640.379570547633,2320.287244779005,352.553,28.111904761666665,79.285714285,6.0,151.046,0.0,9910.936359439867,2228.872448940634,108.551,27.619047618333337,60.423809524999996,3.0,80.379,0.0,2998.0752380177023,1668.8480725520783,80326.43738799999,1.76,0.0,Bharuch,2022.0
0.152,21.526190476666667,50.69047619166667,0.0,0.076,0.0,3.271980952453333,1091.1728458547534,0.2,28.859183669999997,33.29183673428572,0.0,0.2,3.0,5.771836734,960.7752310264044,0.0,33.152380953333335,42.68571428833334,0.0,0.0,6.0,0.0,1415.1330613519708,21.098000000000003,28.803061222857146,52.29668367285715,1.0,20.62,4.0,607.6869856798402,1506.3045815816981,4.219600000000001,2.57,0.0,Bharuch,2022.0
0.076,21.68857143,44.734285713999995,0.0,0.076,0.0,1.64833142868,970.2227510781174,10.5,27.82142857166667,30.697619046666663,1.0,8.4,0.0,292.12500000250003,854.0516156270709,4.138,30.53333333333333,42.48809523833333,0.0,2.486,4.0,126.34693333333333,1297.3031746104443,10.786999999999999,32.795238095,51.95238095166667,2.0,6.473,6.0,353.762233330765,1703.7907029120513,113.2635,2.47,0.0,Bharuch,2023.0
543.0,27.571428572000002,81.248571428,5.0,174.2,1.0,14971.285714596,2240.1391837041424,754.3,24.88809523666667,92.81428571333333,6.0,195.3,0.0,18773.090237017666,2309.970782156631,237.50000000000003,25.173809523333333,89.32142857000001,6.0,73.5,0.0,5978.779761791668,2248.5606291732042,93.0,24.354761905,80.93809524,4.0,45.1,0.0,2264.992857165,1971.2280386144137,70149.9,0.81,0.0,Narmada,2013.0
32.9,30.685714287999996,61.339999997999996,4.0,15.5,3.0,1009.5600000751998,1882.2617143645482,618.1999999999999,26.64047619,83.71904762166666,6.0,231.1,0.0,16469.142380658,2230.315294814487,389.59999999999997,25.19047619,89.57142857333332,5.0,152.6,0.0,9814.209523623998,2256.3469387808386,36.99999999999999,25.67142857,70.18333333333335,2.0,21.6,0.0,949.8428570899998,1801.706428471167,22873.399999999994,0.73,0.0,Narmada,2014.0
426.20000000000005,28.660000000000004,73.782857144,4.0,266.1,2.0,12214.892000000003,2114.6166857470403,223.3,26.066666665000003,86.05238095333333,5.0,141.4,0.0,5820.686666294501,2243.098730040135,490.2,25.723809523333333,85.23333333333333,6.0,345.9,0.0,12609.811428338,2192.5260317054444,23.0,26.102380951666664,69.20952381,2.0,11.5,0.0,600.3547618883333,1806.5333559720643,5135.900000000001,0.6,0.0,Narmada,2015.0
107.2,31.057142856000002,64.19142857,2.0,84.9,4.0,3329.3257141632002,1993.60236722921,510.4,26.56666666833333,86.935714285,6.0,187.6,0.0,13559.62666751733,2309.592142983059,226.7,26.316666666666666,84.46904761833333,6.0,128.6,0.0,5965.988333333333,2222.9437698224724,34.7,25.26428571166667,72.94285714166666,2.0,30.0,0.0,876.6707141948335,1842.8491834523522,17710.88,0.54,0.0,Narmada,2016.0
277.3,29.960000001999997,74.634285712,5.0,106.8,3.0,8307.9080005546,2236.043200080788,550.8000000000001,26.923809523333333,86.89523809666667,6.0,197.0,0.0,14829.634285452,2339.5508389993515,338.8999999999999,27.595238095000003,83.34761904833333,6.0,167.7,0.0,9352.026190395498,2299.997392290116,27.099999999999998,28.350000000000005,64.23095238166667,1.0,26.2,1.0,768.2850000000001,1820.9475000202503,14926.68,0.79,0.0,Narmada,2017.0
141.0,30.925714286000005,68.454285712,3.0,82.0,4.0,4360.5257143260005,2116.9976815815244,644.2,26.745238096666668,87.51428571333334,6.0,302.3,0.0,17229.28238187267,2340.5904082628144,265.8,26.55952381,82.583333335,6.0,106.5,0.0,7059.521428698001,2193.3740080200996,0.9,28.150000000000002,61.79523809666667,0.0,0.9,0.0,25.335,1739.535952421167,579.7800000000001,0.85,0.0,Narmada,2018.0
